Date,Open,High,Low,Close,Volume,Ticker,Return,Volatility,Volume_Zscore,Return_Zscore,Manipulation_Flag,stock,sentiment_score,risk_score,event_count,twitter_sentiment
2018-02-26,41.60992889501946,42.32721780967406,41.57689592395623,42.228118896484375,152648800,AAPL,0.0197722458954294,0.0145680555596619,0.8220346576023059,0.9292304501797144,0,AAPL,0.5,1.0,0.0,0.5
2018-02-27,42.25877797888751,42.58438754419969,42.0369837124594,42.091251373291016,155712400,AAPL,-0.0032411465812357,0.0106272389841466,0.8776017932980525,-0.2240547829160434,0,AAPL,0.5,1.0,0.0,0.5
2018-02-28,42.296533475796856,42.61742666505022,42.011035062021165,42.027549743652344,151128400,AAPL,-0.0015134173387654,0.0104377358735229,0.794457861313034,-0.1374719540632723,0,AAPL,0.5,1.0,0.0,0.5
2018-03-01,42.126657594237145,42.419237905595054,40.739269228248325,41.2913932800293,195208000,AAPL,-0.0175160452634818,0.0132505069808344,1.5939672994297054,-0.9394221443715708,0,AAPL,0.5,1.0,0.0,0.5
2018-03-02,40.77229226346059,41.59811992782336,40.68970805689516,41.57688522338867,153816000,AAPL,0.0069140787142547,0.0129143961833936,0.8432051631461351,0.284860683759508,0,AAPL,0.5,1.0,0.0,0.5
2018-03-05,41.3409366759555,41.937891845850366,41.17813006592543,41.72081756591797,113605600,AAPL,0.0034618356270788,0.0127905307880432,0.1138747175330487,0.1118561613913278,0,AAPL,0.5,1.0,0.0,0.5
2018-03-06,41.978008916032,42.05823132629341,41.55801676781215,41.685428619384766,95154000,AAPL,-0.0008482323357467,0.0112841964775373,-0.2207977465626684,-0.1041371016708623,0,AAPL,0.5,1.0,0.0,0.5
2018-03-07,41.27723102212656,41.49194710116886,41.11914442776275,41.298465728759766,126814000,AAPL,-0.009282929393823,0.0081341142910851,0.3534467749568966,-0.5268306081836069,0,AAPL,0.5,1.0,0.0,0.5
2018-03-08,41.4046481035812,41.79160729706051,41.307911005454166,41.74913787841797,95096400,AAPL,0.0109125639828397,0.0097126587358484,-0.2218424870692864,0.4852393988787953,0,AAPL,0.5,1.0,0.0,0.5
2018-03-09,41.989801249581454,42.47113924353267,41.85530758048852,42.4664192199707,128740800,AAPL,0.017180746190295,0.0119095489309553,0.3883947959317512,0.7993609255307961,0,AAPL,0.5,1.0,0.0,0.5
2018-03-12,42.53956452574493,43.03506260368419,42.520691631636566,42.876976013183594,128828400,AAPL,0.0096677987161162,0.0086415674948127,0.3899836721188994,0.4228596605486725,0,AAPL,0.5,1.0,0.0,0.5
2018-03-13,43.082251622332656,43.29696769404827,42.29181867748533,42.46406173706055,126774000,AAPL,-0.0096302098356023,0.0102757487529332,0.3527212607161896,-0.5442341007652934,0,AAPL,0.5,1.0,0.0,0.5
2018-03-14,42.54663877113083,42.59382819862952,41.954400115006315,42.103050231933594,117473600,AAPL,-0.0085015773423265,0.0111560939704896,0.1840319446094125,-0.4876742002896549,0,AAPL,0.5,1.0,0.0,0.5
2018-03-15,42.11720816294422,42.52776375711934,42.01575107031442,42.1525993347168,90975200,AAPL,0.0011768530429565,0.0111155644061437,-0.2965922192893254,-0.0026526697087024,0,AAPL,0.5,1.0,0.0,0.5
2018-03-16,42.15261385813896,42.26351103499883,41.90958479403939,42.00396728515625,157618800,AAPL,-0.0035260470743528,0.0103594291149716,0.9121798020101466,-0.2383321882115404,0,AAPL,0.5,1.0,0.0,0.5
2018-03-19,41.838792742025426,41.8741839178001,40.97521204989259,41.3621711730957,133787200,AAPL,-0.015279416529956,0.0114716666661151,0.4799256725393422,-0.8273365015047712,0,AAPL,0.5,1.0,0.0,0.5
2018-03-20,41.348018646240234,41.71610131069404,41.277232687616795,41.348018646240234,78597600,AAPL,-0.0003421611209972,0.0082264983223671,-0.5210953459336894,-0.0787760229226007,0,AAPL,0.5,1.0,0.0,0.5
2018-03-21,41.30081712332717,41.31261538072816,40.408923588716824,40.411285400390625,148219600,AAPL,-0.0226548520707602,0.0084897089973425,0.7416984657288234,-1.196946540767079,0,AAPL,0.5,1.0,0.0,0.5
2018-03-22,40.111635863222695,40.743982276911176,39.78130618447849,39.840293884277344,165963200,AAPL,-0.0141295064102999,0.0087647739714981,1.0635293277640272,-0.7697103013810224,0,AAPL,0.5,1.0,0.0,0.5
2018-03-23,39.73175413009464,40.09275855754703,38.917724609375,38.917724609375,164115200,AAPL,-0.0231566884918594,0.0102415359093972,1.0300105698433653,-1.2220953985232843,0,AAPL,0.5,1.0,0.0,0.5
2018-03-26,39.656248893462184,40.84308101598845,39.27164797412221,40.76521682739258,150164800,AAPL,0.0474717429284787,0.0245149281456005,0.7769802232544032,2.3173535148164057,0,AAPL,0.5,1.0,0.0,0.5
2018-03-27,40.97992787329814,41.32677579210551,39.38490196935786,39.71995162963867,163690400,AAPL,-0.0256411048217835,0.0257594032912316,1.0223056086070572,-1.3465985837476526,0,AAPL,0.5,1.0,0.0,0.5
2018-03-28,39.462761417214146,40.11634597762545,38.976703466990955,39.28107833862305,166674000,AAPL,-0.0110491899664888,0.0256004270682189,1.07642171582139,-0.6153443828615558,0,AAPL,0.5,1.0,0.0,0.5
2018-03-29,39.59490019589132,40.52454685406839,39.38018411995231,39.58782196044922,153594000,AAPL,0.0078089409659756,0.0261372854918676,0.8391785591102116,0.3297055027756932,0,AAPL,0.5,1.0,0.0,0.5
2018-04-02,39.318841140039666,39.861528699718626,38.80682833644242,39.328277587890625,150347200,AAPL,-0.0065561670156518,0.0251059777084865,0.780288568192027,-0.390182576473614,0,AAPL,0.5,1.0,0.0,0.5
2018-04-03,39.55479500409263,39.81670055620864,38.9035720422232,39.73175811767578,121112000,AAPL,0.0102592982589553,0.0250946843728995,0.2500247199441183,0.4525018651402346,0,AAPL,0.5,1.0,0.0,0.5
2018-04-04,38.90356460438284,40.58589116765485,38.877609875339886,40.491512298583984,138422000,AAPL,0.019122088145659,0.0236747104285489,0.5639910076100586,0.8966486683866453,0,AAPL,0.5,1.0,0.0,0.5
2018-04-05,40.720383634266895,41.10970095809457,40.602408251249656,40.77229309082031,107732800,AAPL,0.0069343123113272,0.0152883164130861,0.0073547167124517,0.2858746632820736,0,AAPL,0.5,1.0,0.0,0.5
2018-04-06,40.34050078068768,40.69678512382936,39.6869161827004,39.72938919067383,140021200,AAPL,-0.0255787403917512,0.0152708066403245,0.5929970669535232,-1.3434732741567446,0,AAPL,0.5,1.0,0.0,0.5
2018-04-09,40.08332857933011,40.840728735513856,40.07625034238065,40.12343978881836,116070800,AAPL,0.0099183653756507,0.0147593731119204,0.1585881601878191,0.4354164719201498,0,AAPL,0.5,1.0,0.0,0.5
2018-04-10,40.819479872137954,41.05543062284395,40.47263198057431,40.87846755981445,113634400,AAPL,0.0188176231890893,0.0158846706617444,0.1143970877863577,0.8813908163006002,0,AAPL,0.5,1.0,0.0,0.5
2018-04-11,40.637799981120445,41.03655735721723,40.51274636143984,40.68735122680664,89726400,AAPL,-0.0046752323268519,0.0156770310930171,-0.3192427738841969,-0.2959220625919668,0,AAPL,0.5,1.0,0.0,0.5
2018-04-12,40.9162273902391,41.2913882825573,40.82892314965039,41.088470458984375,91557200,AAPL,0.0098585732440961,0.0156552187189275,-0.286035987087039,0.4324200696101833,0,AAPL,0.5,1.0,0.0,0.5
2018-04-13,41.239482281560186,41.48958956409498,41.02004975642731,41.227684020996094,100497200,AAPL,0.0033881417452783,0.0143503999680731,-0.1238835542890316,0.1081630915522703,0,AAPL,0.5,1.0,0.0,0.5
2018-04-16,41.29846016947747,41.57216390809475,41.2512707387593,41.48486328125,86313600,AAPL,0.0062380234631402,0.0143182615616233,-0.3811436489013154,0.2509810834938046,0,AAPL,0.5,1.0,0.0,0.5
2018-04-17,41.642944842407815,42.22102339985717,41.62406835232787,42.05585861206055,106421600,AAPL,0.0137639438977883,0.0075516974504018,-0.0164276400979226,0.6281324709536915,0,AAPL,0.5,1.0,0.0,0.5
